ecosystem	name	version	scope	licence
python/api-dev	pytest-xdist	3.8.0	dev	MIT
python/api-dev	python-dateutil	2.9.0.post0	dev	Dual License
python/api-dev	pyyaml	6.0.3	dev	MIT
python/api-dev	redis	8.1.0	dev	MIT
python/api-dev	referencing	0.37.0	dev	MIT
python/api-dev	requests	2.34.2	dev	Apache-2.0
python/api-dev	rich	15.0.0	dev	MIT
python/api-dev	rpds-py	2026.6.3	dev	MIT
python/api-dev	ruff	0.16.6	dev	MIT
python/api-dev	s3transfer	0.19.2	dev	Apache License 2.0
python/api-dev	segno	1.6.6	dev	BSD License
python/api-dev	six	1.17.0	dev	MIT
python/api-dev	sortedcontainers	2.4.0	dev	Apache 2.0
python/api-dev	sqlparse	0.6.0	dev	BSD License
python/api-dev	tomli	2.4.1	dev	MIT
python/api-dev	tomli-w	1.2.0	dev	MIT License
python/api-dev	types-pyyaml	6.0.12.20260906	dev	Apache-2.0
python/api-dev	typing-extensions	4.16.0	dev	PSF-2.0
python/api-dev	tzdata	2026.4	dev	Apache-2.0
python/api-dev	tzlocal	5.4.4	dev	MIT
python/api-dev	uritemplate	4.2.0	dev	BSD 3-Clause OR Apache-2.0
python/api-dev	urllib3	2.7.0	dev	MIT
python/api-dev	vine	5.1.0	dev	BSD
python/api-dev	wcwidth	0.8.3	dev	MIT
python/api-dev	whitenoise	6.12.0	dev	MIT License
python/judge-py	ast-serialize	0.11.0	runtime	MIT
python/judge-py	colorama	0.4.6	runtime	UNKNOWN
python/judge-py	iniconfig	2.3.0	runtime	MIT
python/judge-py	librt	0.15.0	runtime	MIT
python/judge-py	mypy	2.3.1	runtime	MIT
python/judge-py	mypy-extensions	1.1.0	runtime	MIT
python/judge-py	packaging	26.3	runtime	Apache-2.0 OR BSD-2-Clause
python/judge-py	pathspec	1.1.1	runtime	Mozilla Public License 2.0 (MPL 2.0)
python/judge-py	pluggy	1.6.0	runtime	MIT
python/judge-py	pygments	2.21.0	runtime	BSD-2-Clause
python/judge-py	pytest	9.1.1	runtime	MIT
python/judge-py	redis	8.1.0	runtime	MIT
python/judge-py	ruff	0.16.6	runtime	MIT
python/judge-py	typing-extensions	4.16.0	runtime	PSF-2.0
